999999999,5,5,10,3,3,3,3,5,5,5,5,3,3,3,3,10,5,5,5,5,10,999999999,999999999,1,1,1,5,5,5,10,10,10,10,10,10,10,10,10,10,10,5,5,999999999
999999999,5,5,10,3,3,3,3,5,5,5,5,3,3,3,3,10,5,5,5,5,10,999999999,999999999,999999999,5,1,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,999999999
999999999,5,5,10,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,5,10,999999999,999999999,999999999,5,1,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,999999999
999999999,5,5,10,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,5,10,5,5,5,5,1,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,999999999
999999999,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,999999999
999999999,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,999999999
999999999,5,5,1,5,999999999,999999999,999999999,5,5,999999999,999999999,999999999,999999999,5,5,1,5,999999999,999999999,999999999,999999999,999999999,999999999,999999999,5,1,5,999999999,999999999,999999999,999999999,999999999,999999999,999999999,5,999999999,999999999,999999999,999999999,999999999,5,5,999999999
999999999,5,5,1,10,10,999999999,999999999,5,5,999999999,999999999,999999999,1,1,1,1,5,999999999,999999999,999999999,999999999,999999999,999999999,999999999,5,1,5,999999999,999999999,999999999,999999999,999999999,999999999,999999999,5,999999999,999999999,999999999,999999999,999999999,5,5,999999999
999999999,5,5,1,5,999999999,999999999,999999999,5,5,999999999,999999999,999999999,999999999,5,5,1,5,999999999,1,999999999,999999999,999999999,1,999999999,5,1,5,999999999,999999999,999999999,999999999,1,999999999,999999999,5,999999999,999999999,1,999999999,999999999,5,5,999999999
999999999,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,1,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,999999999
999999999,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,999999999
999999999,5,5,1,10,10,10,10,10,10,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,1,5,5,1,5,10,5,5,5,1,5,5,999999999
999999999,5,5,1,10,999999999,999999999,999999999,999999999,10,1,5,999999999,999999999,999999999,5,5,999999999,999999999,999999999,5,1,5,999999999,999999999,1,999999999,5,999999999,999999999,5,1,5,999999999,1,999999999,10,999999999,999999999,5,1,5,5,999999999
999999999,5,5,1,10,999999999,999999999,999999999,999999999,10,1,5,999999999,999999999,999999999,5,5,999999999,999999999,1,1,1,5,999999999,999999999,999999999,999999999,5,999999999,999999999,5,1,5,999999999,999999999,999999999,10,999999999,999999999,5,1,5,5,999999999
999999999,5,5,1,10,999999999,999999999,999999999,10,10,1,1,1,999999999,999999999,5,5,999999999,999999999,999999999,5,1,5,5,5,5,5,5,999999999,1,1,1,5,5,5,5,10,999999999,1,1,1,5,5,999999999
999999999,5,5,1,10,999999999,999999999,999999999,999999999,10,1,5,999999999,999999999,999999999,5,5,999999999,999999999,999999999,5,1,5,999999999,999999999,999999999,999999999,5,999999999,999999999,5,1,5,999999999,999999999,999999999,10,999999999,999999999,5,1,5,5,999999999
999999999,5,5,1,10,999999999,999999999,999999999,999999999,10,1,5,999999999,999999999,999999999,5,5,999999999,999999999,999999999,5,1,5,999999999,999999999,1,999999999,5,999999999,999999999,5,1,5,999999999,1,999999999,10,999999999,999999999,5,1,5,5,999999999
999999999,5,5,1,10,10,10,10,10,10,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,1,5,5,1,5,10,5,5,5,1,5,5,999999999
999999999,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,999999999
999999999,5,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,10,5,1,5,10,5,5,5,10,5,1,5,5,5,1,5,5,5,5,10,5,5,5,1,5,5,999999999
999999999,5,5,1,5,999999999,999999999,999999999,999999999,999999999,999999999,5,1,5,999999999,999999999,999999999,10,999999999,1,999999999,10,999999999,999999999,999999999,10,999999999,1,999999999,5,5,1,5,999999999,999999999,999999999,10,999999999,999999999,5,1,5,5,999999999
999999999,5,5,1,5,999999999,999999999,1,1,999999999,999999999,5,1,5,999999999,1,999999999,10,999999999,999999999,999999999,10,999999999,1,999999999,10,999999999,999999999,999999999,5,5,1,5,999999999,999999999,999999999,999999999,999999999,999999999,5,1,5,5,999999999
999999999,5,5,1,5,5,5,1,1,5,5,5,1,5,5,1,5,10,5,5,5,10,5,1,5,10,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,5,5,999999999
999999999,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,999999999
999999999,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,10,5,5,5,5,5,5,1,10,10,10,10,1,5,5,999999999
999999999,5,5,1,5,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,5,1,5,5,5,5,5,5,10,5,5,5,5,5,5,1,10,999999999,999999999,10,1,5,5,999999999
999999999,5,5,1,5,999999999,1,1,1,1,1,1,1,999999999,999999999,1,1,1,999999999,999999999,5,1,5,5,5,5,5,5,10,5,5,5,5,5,5,1,10,999999999,999999999,10,1,5,5,999999999
999999999,5,5,1,5,999999999,1,999999999,999999999,999999999,999999999,999999999,1,999999999,999999999,999999999,999999999,1,999999999,999999999,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,999999999,10,1,5,5,999999999
999999999,5,5,1,5,999999999,1,1,1,1,999999999,999999999,1,1,1,1,1,1,999999999,999999999,5,1,5,5,5,5,5,5,10,5,5,5,5,5,5,1,10,999999999,999999999,10,1,5,5,999999999
999999999,5,5,1,5,999999999,999999999,999999999,999999999,1,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,5,1,5,5,5,5,5,5,10,5,5,5,5,5,5,1,10,999999999,999999999,10,1,5,5,999999999
999999999,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,10,5,5,5,5,5,5,1,10,10,10,10,1,5,5,999999999
999999999,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,999999999
999999999,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,999999999
999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
